DOI,Abstract,Label,Cleaned_Abstract
10.2139/ssrn.3926171,"Since the outbreak of Covid-19 and the central bank and government interventions that followed, new challenges in credit modeling have emerged. Relations between credit risk and macroeconomic drivers that have been fairly stable over decades have broken down. An example is the unemployment rate which has been widely used in predicting default rates in retail loan segments. Since mid-2020 this no longer works because of government interventions like monthly payments to citizens which allows them to service their debt despite suffering income loss due to unemployment or business closures. This results in substantially lower default rates than predicted by credit models. In this article, using data published by the US Federal Reserve Bank in Q1 2021, a framework is suggested that quantifies the effect of central bank and government interventions and shows how to include intervention scenarios into credit models improving the accuracy of their short-term predictions and allowing analysts to evaluate long-term scenarios. Furthermore, potential side-effects of intervention like increased inflation are quantified.",0,since outbreak covid central bank government intervention followed new challenge credit modeling emerged relation credit risk macroeconomic driver fairly stable decade broken example unemployment rate widely used predicting default rate retail loan segment since mid longer work government intervention like monthly payment citizen allows service debt despite suffering income loss due unemployment business closure result substantially lower default rate predicted credit model article using data published u federal reserve bank q framework suggested quantifies effect central bank government intervention show include intervention scenario credit model improving accuracy shortterm prediction allowing analyst evaluate longterm scenario furthermore potential sideeffects intervention like increased inflation quantified
10.24843/mite.2021.v20i01.p18,"Currency is a standardized payment instrument used all around the world. Almost each country has their own currency, and it has a variable value. Asia is one of the biggest continent in the world. Most tourists whom visit Indonesia come from Asia. Thus, that makes the most currency exchanged in Indonesia are currencies from Asia. Currency exchange rate difference between one currency and another affected by several factor. One of those factor is inflation in its country. To overcome that issue, one needs a prediction system that can be used to predict the exchange rate of currencies in the future. Quantum Neural Network is used in this research to predict Indonesian Rupiah exchange rate value to other currency in Asia. Singapore, Hongkong and Japan currencies are particularly used in this research. Results obtained from this research are accuracies. Quantum Neural Network produces 99.78% accuracy on Singapore Dollar to Indonesian Rupiah exchange rate, 99.57% on Hongkong Dollar to Indonesian Rupiah, and 99.60% on Japanese Yen to Indonesian Rupiah.",1,currency standardized payment instrument used around world almost country currency variable value asia one biggest continent world tourist visit indonesia come asia thus make currency exchanged indonesia currency asia currency exchange rate difference one currency another affected several factor one factor inflation country overcome issue one need prediction system used predict exchange rate currency future quantum neural network used research predict indonesian rupiah exchange rate value currency asia singapore hongkong japan currency particularly used research result obtained research accuracy quantum neural network produce accuracy singapore dollar indonesian rupiah exchange rate hongkong dollar indonesian rupiah japanese yen indonesian rupiah
10.1109/icoei56765.2023.10126034,"Exploring trends and patterns in the stock market has always been extremely challenging because of multiple (macro and micro) factors. The stock market is a dynamically, and non-linearly volatile entity based on time-stamped data. Stock market forecasting not only assists investors in contributing to the economy but also businessmen in funding expansion and savers in beating inflation. This research employs the past five years' historical data of various stock indices as an input to the “machine learning and deep learning algorithms” to forecast the price of the next day. The algorithms that have played a major role in forecasting stock prices are “Gated Recurrent Unit (GRU)”, “Long Short-Term Memory (LSTM)”, and “Support Vector Regression (SVR)”. The percentage error turned out to be the least with LSTM and SVR for one-day prediction. However, the evaluation metric - MAPE for a continuous range of price forecast is least for SVR and R-squared turned out to be higher with LSTM and SVR. The evaluation metric values for GRU are neither very high nor very low.",1,exploring trend pattern stock market always extremely challenging multiple macro micro factor stock market dynamically nonlinearly volatile entity based timestamped data stock market forecasting assist investor contributing economy also businessmen funding expansion saver beating inflation research employ past five year historical data various stock index input “machine learning deep learning algorithms” forecast price next day algorithm played major role forecasting stock price “gated recurrent unit gru” “long shortterm memory lstm” “support vector regression svr” percentage error turned least lstm svr oneday prediction however evaluation metric mape continuous range price forecast least svr rsquared turned higher lstm svr evaluation metric value gru neither high low
10.1007/978-981-19-2980-9_13,"Fuel costs are falling worldwide during the pandemic, but not in India. In recent years, the petrol’s price has risen dramatically in all across the states of India, and reaching in three digits. The government is also targeting it as their best revenue source. It indicates that the fuel costs causes more inflation and common people have to suffer. These increased prices have robbed Indian citizens of living a healthy life. This paper analyzes Delhi’s petrol price and forecasting by examining daily petrol prices’ forecasting performance from June 16, 2017, to December 15, 2021. Various time series, machine learning, deep learning, and ensemble learning models are used to find the best model for forecasting the results. We have analyzed the performance of the models with the help of the performance metrics such as MSE, RMSE, MAPE, and NRMSE. The outcomes of the models indicate that time series-based models are pretty compelling.",1,fuel cost falling worldwide pandemic india recent year petrol’s price risen dramatically across state india reaching three digit government also targeting best revenue source indicates fuel cost cause inflation common people suffer increased price robbed indian citizen living healthy life paper analyzes delhi’s petrol price forecasting examining daily petrol prices’ forecasting performance june december various time series machine learning deep learning ensemble learning model used find best model forecasting result analyzed performance model help performance metric mse rmse mape nrmse outcome model indicate time seriesbased model pretty compelling
10.1145/3308558.3313479,"Current reputation systems in online labor markets (e.g., Freelancer, PeoplePerHour) experience three major shortcomings: (1) reputation inflation (i.e., reputation scores are inflated to above average values) (2) reputation attribution (i.e., attribution of reputation scores to individual skills is unfeasible) and (3) reputation staticity (i.e., reputation scores are uniformly averaged over time). These shortcomings render online reputation systems uninformative, and sometimes even misleading. This work proposes a data-driven approach that deflates reputation scores by solving the problems of reputation attribution and saticity. The deflating process starts with projecting any random set of skills to a set of competency dimensions. For each competency dimension, a Hidden Markov Model estimates a contractor's current (but latent) competency-specific expertise. Aggregation of competency-specific estimates provides expertise predictions for any given set of required skills. Empirical analysis on 61,330 completed tasks from a major online labor market shows that the resulting estimates are deflated and they better predict contractor performance. These results suggest a series of implications for online (labor) markets and their users.",0,current reputation system online labor market eg freelancer peopleperhour experience three major shortcoming reputation inflation ie reputation score inflated average value reputation attribution ie attribution reputation score individual skill unfeasible reputation staticity ie reputation score uniformly averaged time shortcoming render online reputation system uninformative sometimes even misleading work proposes datadriven approach deflates reputation score solving problem reputation attribution saticity deflating process start projecting random set skill set competency dimension competency dimension hidden markov model estimate contractor current latent competencyspecific expertise aggregation competencyspecific estimate provides expertise prediction given set required skill empirical analysis completed task major online labor market show resulting estimate deflated better predict contractor performance result suggest series implication online labor market user
10.1145/3219104.3229253,"In the ever-changing1 real estate market, there are certain factors that have a huge impact on the fluctuating of house prices, and there are relationships between those factors. The only way to understand the behavior of the changes would be to explore historical data of those factors that impact the housing prices most. Many research papers have studied to predict the trends of house prices, in various countries, using various statistical models, and machine learning methods. Florida housing prices not only depend on various economics indexes but also impact by other natural disasters factors such as hurricane etc. which will be considered in future research. This project will involve the study of the housing market in Florida; we will be considering various factors such as the number of sales, employment rate, interest rate, GDP, inflation rate, hurricane strikes etc. Dataset from 1985 to 2016 will use in our analysis and case study and the time series is adopted. The prediction of this model is promising.",1,everchanging real estate market certain factor huge impact fluctuating house price relationship factor way understand behavior change would explore historical data factor impact housing price many research paper studied predict trend house price various country using various statistical model machine learning method florida housing price depend various economics index also impact natural disaster factor hurricane etc considered future research project involve study housing market florida considering various factor number sale employment rate interest rate gdp inflation rate hurricane strike etc dataset use analysis case study time series adopted prediction model promising
10.1080/14697688.2017.1357971,"The analysis of the financial cycle and its interaction with the macroeconomy has become a central issue for the design of macroprudential policy since the 2007–08 financial crisis. This paper proposes the construction of financial cycle measures for the US based on a large data set of macroeconomic and financial variables. More specifically, we estimate three synthetic financial cycle components that account for the majority of the variation in the data set using a dynamic factor model. We investigate whether these financial cycle components have significant predictive power for economic activity, inflation and short-term interest rates by means of Granger causality tests in a factor-augmented VAR set-up. Further, we analyze whether the synthetic financial cycle components have significant forecasting power for the prediction of economic recessions using dynamic probit models. Our main findings indicate that all financial cycle measures improve the quality of recession forecasts significantly. In particular, the factor related to financial market participants’ uncertainty and risk aversion—related to Rey’s (2013) global financial cycle—seems to serve as an appropriate early warning indicator for policymakers.",0,analysis financial cycle interaction macroeconomy become central issue design macroprudential policy since – financial crisis paper proposes construction financial cycle measure u based large data set macroeconomic financial variable specifically estimate three synthetic financial cycle component account majority variation data set using dynamic factor model investigate whether financial cycle component significant predictive power economic activity inflation shortterm interest rate mean granger causality test factoraugmented var setup analyze whether synthetic financial cycle component significant forecasting power prediction economic recession using dynamic probit model main finding indicate financial cycle measure improve quality recession forecast significantly particular factor related financial market participants’ uncertainty risk aversion—related rey’s global financial cycle—seems serve appropriate early warning indicator policymakers
10.1109/eiconcit50028.2021.9431897,"The price of chili is one of the food commodities that can affect the inflation rate. Its uncertain price and even increasing at certain times will negatively impact society and state. The price offer for chili is still highly dependent on the amount of chili produced. At the same time, the amount of chili productivity depends on the harvested area and land productivity. When the supply in the market is lacking, the price will increase far from its average price. Otherwise, when the supply is excessive, the price will fall far below the regular price. Therefore, it requires a method to estimate this chili’s price to support decision making related to price issues. Many forecasting methods have been used to predict data, such as Backpropagation Neural Networks (BPNN) and Single Moving Average (SMA), proven in some cases to provide good forecasting results. These two methods will be compared with the lowest error rate and the best method in predicting chili’s price. The results of this research will help various parties as a consideration in making decisions and planning.",1,price chili one food commodity affect inflation rate uncertain price even increasing certain time negatively impact society state price offer chili still highly dependent amount chili produced time amount chili productivity depends harvested area land productivity supply market lacking price increase far average price otherwise supply excessive price fall far regular price therefore requires method estimate chili’s price support decision making related price issue many forecasting method used predict data backpropagation neural network bpnn single moving average sma proven case provide good forecasting result two method compared lowest error rate best method predicting chili’s price result research help various party consideration making decision planning
10.18778/0208-6018.345.03,"In this study we focus on distress events of European banks over the period of 1990–2015, using unbalanced panel of 3,691 banks. We identify 132 distress events, which include actual bankruptcies as well as bailout cases. We apply CAMEL‑like bank‑level variables and control macroeconomic variables (GDP, inflation, unemployment rate). The analysis is based on traditional logistic regression and k‑means clustering. We find, that the probability of distress is connected with macroeconomic conditions via regional grouping (clustering). Bank‑level variables that were stable predictors of distress from 1 to 4 years prior to event are equity to total assets ratio (leverage) and loans to funding (liquidity). From macroeconomic factors, the GDP growth is a reasonable variable, however with differentiated impact: for 1 year distance high distress probability is connected with low GDP growth, but for 2, 3 and 4 year distance: high distress probability is conversely connected with high GDP growth. This shows the changing role of macroeconomic environment and indicates the potential impact of favorable macroeconomic conditions on building‑up systemic problems in the banking sector.",1,study focus distress event european bank period – using unbalanced panel bank identify distress event include actual bankruptcy well bailout case apply camel‑like bank‑level variable control macroeconomic variable gdp inflation unemployment rate analysis based traditional logistic regression k‑means clustering find probability distress connected macroeconomic condition via regional grouping clustering bank‑level variable stable predictor distress year prior event equity total asset ratio leverage loan funding liquidity macroeconomic factor gdp growth reasonable variable however differentiated impact year distance high distress probability connected low gdp growth year distance high distress probability conversely connected high gdp growth show changing role macroeconomic environment indicates potential impact favorable macroeconomic condition building‑up systemic problem banking sector
10.1007/s11403-016-0174-z,"We extend in a minimal way the stylized macroeconomic Agent-Based model introduced in our previous paper (Gualdi et al. in J Econ Dyn Control 50:29–61, 2015a), with the aim of investigating the role and efficacy of monetary policy of a ‘Central Bank’ that sets the interest rate such as to steer the economy towards a prescribed inflation and employment rate. Our major finding is that provided its policy is not too aggressive (in a sense detailed in the paper) the Central Bank is successful in achieving its goals. However, the existence of different equilibrium states of the economy, separated by phase boundaries (or “dark corners”), can cause the monetary policy itself to trigger instabilities and be counter-productive. In other words, the Central Bank must navigate in a narrow window: too little is not enough, too much leads to instabilities and wildly oscillating economies. This conclusion strongly contrasts with the prediction of DSGE models.",0,extend minimal way stylized macroeconomic agentbased model introduced previous paper gualdi et al j econ dyn control – aim investigating role efficacy monetary policy ‘central bank’ set interest rate steer economy towards prescribed inflation employment rate major finding provided policy aggressive sense detailed paper central bank successful achieving goal however existence different equilibrium state economy separated phase boundary “dark corners” cause monetary policy trigger instability counterproductive word central bank must navigate narrow window little enough much lead instability wildly oscillating economy conclusion strongly contrast prediction dsge model
10.2118/9203-ms,"Abstract The oil industry has seen inflation on both sides of the balance sheet well above that experienced by the general consumer, not only in increased costs, but in the difficulty of finding new reserves, and arbitrary government imposed tariffs. Figures presented will show that the high profits reported by presented will show that the high profits reported by many oil companies are misleading and still do not leave adequate funds for reserve replacement costs. Conclusions are drawn that governments must leave adequate and more funds with companies for future development.  Introduction Twenty-two and one half years ago was my first time in Texas. I came for a production school at Kilgore. At that school I learnt one very important thing - that a course in communications was not how to manipulate a field radio, but how to convey and receive messages and ideas, so that they are mutually understood. I hope this paper well help in some measure in providing some facts figures and ideas that may be useful in getting one oil industry message across to governments and the public, and for it to be understood by them. We have been very poor at this in the past. Inflation in the oil industry, which in the context of this paper refers to the exploration, drilling and completion aspects and not to the refining or marketing, in the last decade, has been spectacular. It has occurred on both sides of the balance sheet, but before going into specific figures I believe it is important to stress that in this paper I will be talking about and using approximate and average numbers. I chose to use such numbers to make the paper of more general use and to illustrate a point, and to develop an argument, rather than to cover any one area or many areas with specific figures that would be more confusing, and still only lead to the same conclusions. Figures for a specific area have been used in some areas where I believe they are generally representative or illustrate a point. Where the figures for a specific area are completely different from other areas they only serve to stress that that area is out of step with the rest of the world. It might also be important to stress that the views expressed are those of an engineer trying to develop his own oil and gas, and may not be presented in the purist form that would have been chosen by an accountant or an economist. Returning briefly to the balance sheet we have on the positive side an increase in the gross oil price from $3.50 per barrel to somewhere between $30 and $40 per barrel, depending of course on location, type of crude and a number of other variables. This has been reflected in the much publicized percentage profits increase of many companies, a most misleading profits increase of many companies, a most misleading and misunderstood figure. On the negative side of the balance sheet costs have escalated at varying rates, government takes have escalated, in many cases far beyond any reasonable business prediction, and oil and gas in meaningful quantities now have to be found in locations that are operationally much harder, and therefore much more expensive even without the influence of the normal meanings of inflation. It is important to spread the message that whilst the profits may seem high to the outsider, the extra funds generated are still far from adequate to find and develop the future petroleum needs of the world, and that these funds must be left with industry to reinvest.   DEFINITIONS AND PRINCIPLES For the purposes of this paper I have used the following definitions: Inflation as defined in the dictionary: A rise in prices and a fall in the value of money, caused by prices and a fall in the value of money, caused by an increase in the amount of money available to buy goods and services, or by their scarcity. Consumer inflation in my interpretation is the percentage increase or multiplier by which the cost percentage increase or multiplier by which the cost of day to day items have increased in current moneys (dollars) without regard to the increase in the take home pay package.",0,abstract oil industry seen inflation side balance sheet well experienced general consumer increased cost difficulty finding new reserve arbitrary government imposed tariff figure presented show high profit reported presented show high profit reported many oil company misleading still leave adequate fund reserve replacement cost conclusion drawn government must leave adequate fund company future development introduction twentytwo one half year ago first time texas came production school kilgore school learnt one important thing course communication manipulate field radio convey receive message idea mutually understood hope paper well help measure providing fact figure idea may useful getting one oil industry message across government public understood poor past inflation oil industry context paper refers exploration drilling completion aspect refining marketing last decade spectacular occurred side balance sheet going specific figure believe important stress paper talking using approximate average number chose use number make paper general use illustrate point develop argument rather cover one area many area specific figure would confusing still lead conclusion figure specific area used area believe generally representative illustrate point figure specific area completely different area serve stress area step rest world might also important stress view expressed engineer trying develop oil gas may presented purist form would chosen accountant economist returning briefly balance sheet positive side increase gross oil price per barrel somewhere per barrel depending course location type crude number variable reflected much publicized percentage profit increase many company misleading profit increase many company misleading misunderstood figure negative side balance sheet cost escalated varying rate government take escalated many case far beyond reasonable business prediction oil gas meaningful quantity found location operationally much harder therefore much expensive even without influence normal meaning inflation important spread message whilst profit may seem high outsider extra fund generated still far adequate find develop future petroleum need world fund must left industry reinvest definition principle purpose paper used following definition inflation defined dictionary rise price fall value money caused price fall value money caused increase amount money available buy good service scarcity consumer inflation interpretation percentage increase multiplier cost percentage increase multiplier cost day day item increased current money dollar without regard increase take home pay package
10.1108/jes-04-2019-0176,"Purpose                     The purpose of this paper is to analyse the long-term nature of the interrelationship between interest rate and exchange rate.                                                           Design/methodology/approach                     By employing Mexican data, the authors estimate a non-linear autoregressive distributed lags (NARDL) model to investigate the nature of the changes and the interaction between interest rate and exchange rate in response to monetary authorities’ actions.                                                           Findings                     The results show that, contrary to simplistic predictions, the real exchange rate causes the real interest rate in an asymmetric way. The bounds testing approach of the NARDL models suggests the presence of co-integration among the variables and the exchange rate variations appear to have significant long-run effects on the interest rate. Most importantly, these effects are asymmetric and positive variations in the exchange rate have a lower impact on the interest rate. It is also interesting to report that the reverse is not true: the interest rate in the long-run exerts no statistical significant impact on the exchange rate.                                                           Practical implications                     The asymmetric long-term relationship between real exchange rate and real interest rate is evidence of why monetary authorities are reluctant to free float exchange rate. In Mexico, as in most developing countries, monetary policy strongly responds to exchange rate movements because these have relevant effects on commercial trade. Moreover, in dollarized economies these effects are stronger because of pass-through impacts to inflation, income distribution and balance-sheet equilibrium (the well-known “original sin”).                                                           Originality/value                     Under inflation targeting and flexible exchange rate regime, despite central banks pursue the control of short-term interest rate, in the long-run one could observe that it is the exchange rate that influences the interest rate, and that this reverse causality is stronger in emerging economies. This paper contributes by analysing the asymmetric relationship between the variables.",0,purpose purpose paper analyse longterm nature interrelationship interest rate exchange rate designmethodologyapproach employing mexican data author estimate nonlinear autoregressive distributed lag nardl model investigate nature change interaction interest rate exchange rate response monetary authorities’ action finding result show contrary simplistic prediction real exchange rate cause real interest rate asymmetric way bound testing approach nardl model suggests presence cointegration among variable exchange rate variation appear significant longrun effect interest rate importantly effect asymmetric positive variation exchange rate lower impact interest rate also interesting report reverse true interest rate longrun exerts statistical significant impact exchange rate practical implication asymmetric longterm relationship real exchange rate real interest rate evidence monetary authority reluctant free float exchange rate mexico developing country monetary policy strongly responds exchange rate movement relevant effect commercial trade moreover dollarized economy effect stronger passthrough impact inflation income distribution balancesheet equilibrium wellknown “original sin” originalityvalue inflation targeting flexible exchange rate regime despite central bank pursue control shortterm interest rate longrun one could observe exchange rate influence interest rate reverse causality stronger emerging economy paper contributes analysing asymmetric relationship variable
10.29244/ijsa.v1i1.47,"The chili is an important commodity in Indonesia, which has a fairly large price fluctuations. Fluctuations in prices often raises the risk of loss even have contributed to inflation. Chili price data is time series data that is not independent between observations (autocorrelation) and do not spread to normal. In addition, chili price data does not have the diversity of homogeneous data. One method that can be used to predict the pattern of the data is spline regression. The data used in this study is data the average weekly price of chili in Jakarta from January, 2010 to October, 2015. The best spline model is a second order spline models with three knots. The model has a value of Mean Absolute Percentage Error (MAPE) of 9.57% and determination coefficient of 86.41%. The model obtained in this research is already well in predicting the pattern of the chili price, but it was only able to predict well for a period of one month. Prediction chili prices in Jakarta for November are in the range of Rp 35.565. Keywords: chili price, regression, spline.",0,chili important commodity indonesia fairly large price fluctuation fluctuation price often raise risk loss even contributed inflation chili price data time series data independent observation autocorrelation spread normal addition chili price data diversity homogeneous data one method used predict pattern data spline regression data used study data average weekly price chili jakarta january october best spline model second order spline model three knot model value mean absolute percentage error mape determination coefficient model obtained research already well predicting pattern chili price able predict well period one month prediction chili price jakarta november range rp keywords chili price regression spline
10.2139/ssrn.1107488,"We introduce a Nelson-Siegel type interest rate term structure model with the underlying yield factors following autoregressive processes revealing time-varying stochastic volatility. The factor volatilities capture risk inherent to the term structure and are associated with the time-varying uncertainty of the yield curve's level, slope and curvature. Estimating the model based on U.S. government bond yields applying Markov chain Monte Carlo techniques we find that the yield factors and factor volatilities follow highly persistent processes. Using the extracted factors to explain one-year-ahead bond excess returns we observe that the slope and curvature yield factors contain the same explanatory power as the return-forecasting factor recently proposed by Cochrane and Piazzesi (2005). Moreover, we identify slope and curvature risk as important additional determinants of future excess returns. Finally, we illustrate that the yield and volatility factors are closely connected to variables reflecting macroeconomic activity, inflation, monetary policy and employment growth. It is shown that the extracted yield curve components have long-term prediction power for macroeconomic fundamentals.",0,introduce nelsonsiegel type interest rate term structure model underlying yield factor following autoregressive process revealing timevarying stochastic volatility factor volatility capture risk inherent term structure associated timevarying uncertainty yield curve level slope curvature estimating model based u government bond yield applying markov chain monte carlo technique find yield factor factor volatility follow highly persistent process using extracted factor explain oneyearahead bond excess return observe slope curvature yield factor contain explanatory power returnforecasting factor recently proposed cochrane piazzesi moreover identify slope curvature risk important additional determinant future excess return finally illustrate yield volatility factor closely connected variable reflecting macroeconomic activity inflation monetary policy employment growth shown extracted yield curve component longterm prediction power macroeconomic fundamental
10.2139/ssrn.2747064,"This paper revisits the relationship between interest rates and exchange rates in a small open emerging economy using wavelet-based methodologies. Based on data for Romania, our results confirm the theoretical predictions on the interest rate - exchange rate relationship during turmoil or policy changes. In the short term, the relationship is negative, confirming the sticky-price models, and over the long term, the relationship is positive, confirming the Purchasing Power Parity theory. At the beginning of the turmoil, the exchange rate movements generally take the lead over the interest rates for the first month, but the monetary authorities take the lead afterwards. Our results reveal that in a small open emerging economy with a direct inflation targeting monetary policy regime, the relationship between exchange rates and interest rate is fundamentally different from that in an advanced economy. Also, our results stress the necessity that the central bank must pay simultaneous attention to both variables in order to achieve their monetary policy targets.",0,paper revisits relationship interest rate exchange rate small open emerging economy using waveletbased methodology based data romania result confirm theoretical prediction interest rate exchange rate relationship turmoil policy change short term relationship negative confirming stickyprice model long term relationship positive confirming purchasing power parity theory beginning turmoil exchange rate movement generally take lead interest rate first month monetary authority take lead afterwards result reveal small open emerging economy direct inflation targeting monetary policy regime relationship exchange rate interest rate fundamentally different advanced economy also result stress necessity central bank must pay simultaneous attention variable order achieve monetary policy target
10.15637/jlecon.37,"This paper assesses the importance of infrastructure availability in the host developing country in increasing its attractiveness for overseas investors. I also take into account market size, economic development, macroeconomic stability, regional and income groupings, ability of the people to speak an international language and access to sea. Using annual data for a panel of 90 developing countries over the years 1980-2007, I found that consistent with the prediction of the market size hypothesis, population is found to have a significant positive effect on inward FDI. Sound macroeconomic management proxied by exchange rate and economic development have plausible significant effects on FDI inflows, whereas, high inflation signalling economic disorder deter foreign investors. Infrastructure availability measured through telephone-density positively influence overseas investors location choice. Though, it is sensitive to alternative proxy measures but robust with respect to specification of the estimating model. Language and geographic location dummies confirm that foreign firms prefer Anglophones, and are reluctant to invest in South Asia, MENA and Francophone countries. A significant time trend is also witnessed",0,paper assesses importance infrastructure availability host developing country increasing attractiveness overseas investor also take account market size economic development macroeconomic stability regional income grouping ability people speak international language access sea using annual data panel developing country year found consistent prediction market size hypothesis population found significant positive effect inward fdi sound macroeconomic management proxied exchange rate economic development plausible significant effect fdi inflow whereas high inflation signalling economic disorder deter foreign investor infrastructure availability measured telephonedensity positively influence overseas investor location choice though sensitive alternative proxy measure robust respect specification estimating model language geographic location dummy confirm foreign firm prefer anglophones reluctant invest south asia mena francophone country significant time trend also witnessed
10.11113/jt.v73.4321,"House prices in Malaysian cities increased drastically in the past few years, notably in the state of Penang.  The existence of a housing bubble is speculated by major property players. This paper ascertains whether a housing bubble exists in Penang and explores the long-run and short-run determinants of Penang residential prices. Quarterly data (2000Q1 to 2012Q2) of House Price Index is the dependent variable and Gross Domestic Product, Consumer Price Index (CPI), Base Lending Rate (BLR) and Housing Supply as independent variables. Econometric model together with fully modified Ordinary Least Squares regression were used to detect the presence of housing bubble in Penang. The determinants of Penang house prices are based on Granger causality and variance decomposition analysis using the vector autoregressive (VAR) model. The results show no evidence of housing bubble in Penang housing market. CPI has both long-run and short run causality relationship with house prices while CPI and BLR explain a large part of housing price variance. Results show changes in inflation and cost of borrowing will greatly affect Penang house prices.",0,house price malaysian city increased drastically past year notably state penang existence housing bubble speculated major property player paper ascertains whether housing bubble exists penang explores longrun shortrun determinant penang residential price quarterly data q q house price index dependent variable gross domestic product consumer price index cpi base lending rate blr housing supply independent variable econometric model together fully modified ordinary least square regression used detect presence housing bubble penang determinant penang house price based granger causality variance decomposition analysis using vector autoregressive var model result show evidence housing bubble penang housing market cpi longrun short run causality relationship house price cpi blr explain large part housing price variance result show change inflation cost borrowing greatly affect penang house price
10.1016/j.econmod.2016.12.025,"This paper revisits the relationship between interest rates and exchange rates in a small open emerging economy using wavelet-based methodologies. Based on data for Romania, our results confirm the theoretical predictions on the interest rate - exchange rate relationship during turmoil or policy changes. In the short term, the relationship is negative, confirming the sticky-price models, and over the long term, the relationship is positive, confirming the Purchasing Power Parity theory. At the beginning of the turmoil, the exchange rate movements generally take the lead over the interest rates for the first month, but the monetary authorities take the lead afterwards. Our results reveal that in a small open emerging economy with a direct inflation targeting monetary policy regime, the relationship between exchange rates and interest rate is fundamentally different from that in an advanced economy. Also, our results stress the necessity that the central bank must pay simultaneous attention to both variables in order to achieve their monetary policy targets.",0,paper revisits relationship interest rate exchange rate small open emerging economy using waveletbased methodology based data romania result confirm theoretical prediction interest rate exchange rate relationship turmoil policy change short term relationship negative confirming stickyprice model long term relationship positive confirming purchasing power parity theory beginning turmoil exchange rate movement generally take lead interest rate first month monetary authority take lead afterwards result reveal small open emerging economy direct inflation targeting monetary policy regime relationship exchange rate interest rate fundamentally different advanced economy also result stress necessity central bank must pay simultaneous attention variable order achieve monetary policy target
10.35297/qjae.010027,"This paper analyzes Brazil’s 2004–16 business cycle, which subsumes what is now regarded as the nation’s most severe macroeconomic recession in more than a century. During the steep recession, which stretched over more than two years, national production at one point fell 3.8 percent per annum while the unemployment rate rose from 4.6 to as high as 11.9 percent. This study, after delineating its methodology, examines the behavior of different Brazilian macroeconomic aggregates during the cycle. These aggregates include GDP, the money supply, interest rates, savings, industrial production of higher- and lower-order goods, and inflation. Also examined are the Brazilian government’s interventions that rearranged Brazil’s structure of production and ignited an unsustainable boom, the role of price controls in prolonging economic recovery, and the recovery per se using the theoretical lens of the Austrian-adjustment process. Finally, empirical data from the recent Brazilian cycle will be analyzed in light of the predictions of Austrian business cycle theory (ABCT). The data were found overall to support the theory.",0,paper analyzes brazil’s – business cycle subsumes regarded nation’s severe macroeconomic recession century steep recession stretched two year national production one point fell percent per annum unemployment rate rose high percent study delineating methodology examines behavior different brazilian macroeconomic aggregate cycle aggregate include gdp money supply interest rate saving industrial production higher lowerorder good inflation also examined brazilian government’s intervention rearranged brazil’s structure production ignited unsustainable boom role price control prolonging economic recovery recovery per se using theoretical lens austrianadjustment process finally empirical data recent brazilian cycle analyzed light prediction austrian business cycle theory abct data found overall support theory
10.5539/ijef.v11n9p1,"The level of the yield curve is strongly associated with a very important macroeconomic variable for developing economies: the inflation. Therefore, it becomes relevant for economic studies the development of a time series model that can accurately predict this variable. This article proposes the estimation and prediction of the yield curve level using the GAS (Generalized Autoregressive Score) class of time-varying coefficient models. The formulation of these models facilitates a general framework for time series modelling presenting a series of advantages, including the possibility of specifying any conditional distribution deemed appropriate for the yield curve level. In addition, the complete structure of the predictive distribution is transported to the mechanism that updates the time-varying parameters, via score function. When analyzing the evaluation criteria, the measures of adherence, and both Wilcoxon and Diebold & Mariano tests, it was verified that the adjustment of the GAS model (2,2) with gamma distribution to the series containing the Brazilian Yield Curve level of January 2006 and February 2017 presented a satisfactory result.",0,level yield curve strongly associated important macroeconomic variable developing economy inflation therefore becomes relevant economic study development time series model accurately predict variable article proposes estimation prediction yield curve level using gas generalized autoregressive score class timevarying coefficient model formulation model facilitates general framework time series modelling presenting series advantage including possibility specifying conditional distribution deemed appropriate yield curve level addition complete structure predictive distribution transported mechanism update timevarying parameter via score function analyzing evaluation criterion measure adherence wilcoxon diebold mariano test verified adjustment gas model gamma distribution series containing brazilian yield curve level january february presented satisfactory result
