Bigram,Frequency
institution_central,1
independence_credible,1
credible_responsible,1
responsible_fiscal,1
authority_institution,1
institution_coincidentally,1
coincidentally_absent,1
absent_south,1
constrained_executive—to,1
executive—to_work,1
work_well,1
well_also,1
also_must,1
must_come,1
certain_economic,1
economic_institution,1
suggest_implementation,1
implementation_democracy,1
democracy_requires,1
requires_“right,1
“right_political,1
political_context”—or,1
context”—or_appropriately,1
appropriately_constrained,1
one_opensource,1
opensource_tool,1
tool_represent,1
represent_keywords,1
keywords_often,1
often_searched,1
searched_public,1
public_study,1
sector_one,1
sector_along,1
along_continued,1
continued_development,1
development_along,1
along_development,1
development_google,1
trend_one,1
positively_product‐specific,1
product‐specific_inflation,1
technology_implemented,1
implemented_various,1
indonesia_education,1
education_health,1
health_tourism,1
tourism_sector,1
populist_policy,1
first_place,1
large_micro‐level,1
micro‐level_dataset,1
change_contrary,1
contrary_higher,1
lower_non‐tradable,1
non‐tradable_sector,1
interpreted_inaccurate,1
inaccurate_forecasting,1
vote_desired,1
period_inequality,1
inequality_persistent,1
model_mechanism,1
mechanism_redistribution,1
redistribution_find,1
algorithm_inform,1
inform_algorithm,1
algorithm_best,1
performance_namely,1
namely_lasso,1
interpreted_good,1
forecasting_worst,1
worst_algorithm,1
indicator_namely,1
namely_inflation,1
analysis_conduct,1
conduct_use,1
use_several,1
several_data,1
data_science,1
science_algorithm,1
author_conducted,1
conducted_research,1
research_related,1
related_relationship,1
relationship_development,1
development_digital,1
development_using,1
using_one,1
transaction_particular,1
particular_generates,1
generates_wedge,1
wedge_rate,1
investment_domestic,1
domestic_capital,1
capital_rate,1
asset_model,1
monetary_economy,1
analyze_shortrun,1
credible_stabilization,1
plan_fix,1
regime_free,1
free_convertibility,1
convertibility_model,1
market_transaction,1
initial_distribution,1
distribution_wealth,1
wealth_yield,1
yield_diverse,1
pattern_evolution,1
link_relative,1
lead_precise,1
open_monetary,1
find_link,1
time_depends,1
depends_institutional,1
institutional_preference,1
preference_related,1
related_parameter,1
parameter_furthermore,1
difference_initial,1
demand_production,1
production_followed,1
followed_deflationary,1
deflationary_slowdown,1
slowdown_real,1
activity_replicated,1
replicated_without,1
without_resorting,1
initial_phase,1
phase_characterized,1
characterized_several,1
month_real,1
appreciation_trade,1
balance_deterioration,1
deterioration_expansion,1
expansion_aggregate,1
character_initial,1
initial_dynamic,1
dynamic_main,1
main_stylized,1
fact_type,1
type_program,1
program_namely,1
namely_initial,1
model_stress,1
importance_adjustment,1
cost_including,1
including_gestation,1
gestation_lag,1
lag_explaining,1
explaining_precise,1
precise_character,1
rehabilitation_money,1
major_determinant,1
determinant_macroeconomic,1
outcome_many,1
many_academic,1
academic_economist,1
economist_theory,1
theory_consumption,1
plan_april,1
friedman_widely,1
widely_regarded,1
regarded_one,1
important_economist,1
economist_th,1
century_famous,1
famous_rehabilitation,1
relation_argentinean,1
argentinean_economy,1
economy_quantitative,1
compared_initial,1
initial_effect,1
effect_country,1
country_convertibility,1
convertibility_plan,1
resorting_credibility,1
credibility_problem,1
problem_sticky,1
price_adaptive,1
expectation_gradual,1
gradual_disinflation,1
disinflation_scheme,1
scheme_finally,1
macroeconomics_advocacy,1
advocacy_economic,1
freedom_market,1
market_solution,1
solution_various,1
various_socioeconomic,1
socioeconomic_problem,1
problem_made,1
expected_‘permanent’,1
‘permanent’_income,1
income_theory,1
theory_foreshadows,1
foreshadows_approach,1
approach_microfoundations,1
microfoundations_cornerstone,1
modern_macroeconomics,1
fundamentally_flawed,1
flawed_arguing,1
arguing_people,1
people_adjusted,1
adjusted_consumption,1
consumption_variation,1
variation_longterm,1
longterm_expected,1
function_greatest,1
greatest_work,1
friedman_showed,1
showed_keynesian,1
keynesian_concept,1
concept_household,1
household_behaviour,1
behaviour_fundamentally,1
involving_systemic,1
small_controlling,1
controlling_risk,1
risk_dilution,1
dilution_default,1
default_apply,1
useful_predictor,1
predictor_several,1
macroeconomic_risk,1
risk_lead,1
higher_domestic,1
domestic_real,1
rate_confirm,1
empirical_panelbased,1
panelbased_model,1
model_involving,1
currencychoice_portfolio,1
portfolio_model,1
strategy_reducing,1
reducing_dollarization,1
dollarization_fails,1
fails_address,1
address_fundamental,1
fundamental_macroeconomic,1
made_leading,1
leading_policy,1
policy_thinker,1
dollarization_systemic,1
risk_determination,1
determination_real,1
brazil_simple,1
simple_currencychoice,1
explain_high,1
high_interest,1
level_aftermath,1
aftermath_brazil,1
brazil_inflation,1
stabilization_however,1
however_since,1
since_adoption,1
case_brazil,1
brazil_natural,1
natural_case,1
given_low,1
dollarization_high,1
high_real,1
model_unable,1
unable_explain,1
simply_non‐existent,1
examine_dynamic,1
inflation_political,1
economy_perspective,1
perspective_consider,1
agent_vote,1
apply_empirical,1
estimate_case,1
also_indicates,1
indicates_many,1
well_predictability,1
predictability_either,1
either_questionable,1
questionable_undetectable,1
undetectable_non‐robust,1
non‐robust_simply,1
antitrust_bankruptcy,1
bankruptcy_contract,1
contract_personal,1
personal_injury,1
injury_product,1
product_liability,1
liability_case,1
case_year,1
number_macroeconomic,1
variable_impact,1
impact_volume,1
case_particular,1
particular_impact,1
gdp_consumption,1
rate_volume,1
volume_antitrust,1
achieved_sound,1
sound_fundamental,1
fundamental_led,1
led_investmentgrade,1
investmentgrade_status,1
status_rather,1
rather_financial,1
extent_fluctuation,1
rate_found,1
found_gradually,1
gradually_converging,1
converging_model,1
value_estimation,1
estimation_also,1
show_reduction,1
reduction_brazil,1
litigation_using,1
using_business,1
cycle_effect,1
available_three,1
conclusion_emerge,1
first_important,1
country_relatively,1
relatively_robust,1
several_linkage,1
linkage_macroeconomic,1
case_broad,1
donohue_selection,1
selection_employment,1
employment_discrimination,1
discrimination_dispute,1
dispute_litigation,1
c_w,1
w_j,1
j_recent,1
development_concept,1
concept_causality,1
causality_journal,1
econometrics_–,1
suggest_several,1
year_examined,1
using_granger,1
granger_causal,1
causal_analysis,1
analysis_vector,1
model_see,1
eg_granger,1
granger_c,1
quality_employment,1
employment_case,1
case_filed,1
filed_noteworthy,1
noteworthy_find,1
find_causal,1
causal_linkage,1
linkage_output,1
priest–klein_hypothesis,1
hypothesis_journal,1
journal_legal,1
legal_study,1
study_–,1
unemployment_important,1
determinant_number,1
number_quality,1
root‐mean‐squared_prediction,1
error_higher,1
higher_headline,1
inflation_third,1
third_evidence,1
indicates_international,1
effect_test,1
test_priest–klein,1
evidence_predictability,1
predictability_found,1
found_core,1
second_share,1
evidence_robust,1
robust_predictability,1
predictability_core,1
gain_root‐mean‐squared,1
rather_moderate,1
moderate_impact,1
impact_addition,1
addition_long,1
shock_variable,1
litigation_positive,1
positive_regardless,1
regardless_whether,1
income_consumption,1
inflation_immediately,1
immediately_lead,1
litigation_shock,1
inflation_largest,1
largest_impact,1
shock_consumption,1
consumption_rather,1
causation_direction,1
direction_ie,1
ie_volume,1
litigation_macroeconomic,1
activity_found,1
based_impulse,1
analysis_seen,1
seen_shock,1
inflation_total,1
total_volume,1
litigation_prediction,1
future_litigation,1
volume_improved,1
improved_using,1
contained_current,1
aggregate_causation,1
paul_krugman,1
krugman_recently,1
recently_attacked,1
attacked_swedish,1
riksbank_monetary,1
policy_caused,1
caused_deflationary,1
process_raised,1
volume_macroeconomy,1
macroeconomy_thus,1
thus_volume,1
litigation_appear,1
appear_immune,1
immune_business,1
cycle_finding,1
finding_broad,1
additionally_similar,1
result_arise,1
arise_examining,1
examining_relation,1
relation_various,1
various_individual,1
individual_measure,1
measure_federal,1
whether_var,1
var_vec,1
used_impact,1
impact_consumption,1
consumption_quite,1
quite_moderate,1
moderate_though,1
though_additionally,1
development_sweden,1
sweden_particular,1
particular_real,1
performance_standard,1
standard_approach,1
approach_reasonable,1
reasonable_increase,1
rate_sweden,1
overdone_challenge,1
challenge_monetary,1
policy_riksbank,1
riksbank_looked,1
looked_sufficiently,1
sufficiently_empirical,1
empirical_fact,1
past_development,1
term_sadomonetarist,1
sadomonetarist_kind,1
kind_policy,1
response_accusation,1
accusation_author,1
author_paper,1
paper_krugman,1
krugman_overdone,1
raised_key,1
key_interest,1
rate_triggered,1
triggered_unnecessarily,1
unnecessarily_deflationary,1
process_afterwards,1
afterwards_used,1
used_term,1
ignoring_uncertainty,1
future_furthermore,1
furthermore_sweden,1
sweden_experienced,1
experienced_significant,1
significant_deceleration,1
ie_disinflation,1
disinflation_deflation,1
easy_afterwards,1
afterwards_claim,1
claim_policy,1
maker_done,1
done_better,1
however_true,1
true_ex,1
post_ignoring,1
never_simple,1
simple_problem,1
due_multitude,1
multitude_channel,1
policy_influence,1
development_therefore,1
therefore_always,1
always_easy,1
sweden_strong,1
strong_rebound,1
rebound_swedish,1
swedish_growth,1
growth_strong,1
growth_afterwards,1
afterwards_inflation,1
prediction_never,1
error_deflationary,1
deflationary_spiral,1
spiral_even,1
even_sight,1
sight_sweden,1
sweden_risk,1
risk_global,1
global_deflation,1
due_overoptimistic,1
overoptimistic_forecast,1
forecast_eucommission,1
eucommission_caused,1
caused_forecasting,1
error_caused,1
caused_monetary,1
policy_error,1
slowdown_economic,1
growth_recession,1
recession_euro,1
area_particular,1
particular_unforeseen,1
unforeseen_swedish,1
riksbank_probably,1
probably_due,1
deflation_couple,1
couple_year,1
year_might,1
might_however,1
however_caused,1
caused_external,1
like_global,1
global_slowdown,1
arbitrage_popularity,1
popularity_following,1
following_big,1
index_led,1
following_two,1
two_question,1
question_effective,1
effective_big,1
tradable_singlegood,1
singlegood_basket,1
basket_dollarvalue,1
dollarvalue_hamburger,1
hamburger_equalized,1
equalized_around,1
world_due,1
due_arbitrage,1
thumb_determine,1
determine_undervaluation,1
undervaluation_international,1
international_currency,1
currency_based,1
parity_since,1
since_according,1
mac_tradable,1
deflation_origin,1
origin_elsewhere,1
elsewhere_global,1
economist_magazine,1
magazine_publishing,1
publishing_big,1
using_rule,1
rule_thumb,1
rich_economically,1
economically_stable,1
stable_country,1
country_proving,1
proving_less,1
effective_forecasting,1
movement_emerging,1
market_statistical,1
time_guide,1
guide_exchange,1
movement_find,1
parity_qualitative,1
qualitative_indicator,1
indicator_movement,1
movement_nominal,1
rate_rich,1
find_big,1
tend_lag,1
lag_overall,1
highly_important,1
important_study,1
measure_affordability,1
affordability_real,1
income_time,1
price_indicator,1
inflation_extent,1
extent_exchange,1
prediction_overvalued,1
overvalued_currency,1
currency_come,1
come_fruition,1
fruition_find,1
time‐series_prediction,1
calvo_journal,1
economics_vol,1
vol_xii,1
xii_pp,1
–_outperformed,1
less_clear‐cut,1
clear‐cut_although,1
econometrics_forthcoming,1
forthcoming_well,1
mariano_journal,1
statistic_vol,1
–_west,1
west_econometrica,1
econometrica_vol,1
simple_time‐series,1
thus_perpetuation,1
perpetuation_perception,1
perception_relative,1
area_corporate,1
corporate_finance,1
trade_finance,1
variety_dynamic,1
swanson_journal,1
data_economist,1
economist_world,1
country_importance,1
importance_finding,1
finding_lie,1
lie_widespread,1
use_index,1
index_thus,1
based_testing,1
testing_conducted,1
conducted_gasvr,1
gasvr_generate,1
generate_mse,1
lower_svr,1
svr_basic,1
basic_method,1
majority_papers’,1
papers’_finding,1
point_forecasting,1
forecasting_combination,1
various_research,1
research_economics,1
economics_prediction,1
problem_based,1
forecasting_one,1
one_discussed,1
discussed_topic,1
topic_timeseries,1
analysis_due,1
due_importance,1
importance_macroeconomic,1
policy_majority,1
strawman_time‐series,1
often_outperforming,1
outperforming_forecast,1
pinto_jeronymo,1
jeronymo_marcondesmarçal,1
marcondesmarçal_emerson,1
emerson_fernandesinflation,1
fernandesinflation_rate,1
method_becoming,1
becoming_popular,1
popular_best,1
knowledge_used,1
purpose_test,1
forecasting_set,1
set_american,1
country_one,1
usually_outperform,1
model_sense,1
sense_evaluate,1
evaluate_novel,1
novel_method,1
method_combine,1
based_extreme,1
machine_method,1
inflation_predicting,1
predicting_local,1
local_one,1
one_end,1
end_consider,1
set_oecd,1
economy_monthly,1
method_usually,1
method_prof,1
prof_gasvr,1
gasvr_method,1
method_utilized,1
utilized_predicting,1
analyse_utility,1
utility_international,1
international_measure,1
literature_like,1
like_therefore,1
also_contributes,1
contributes_discussion,1
discussion_forecast,1
combination_comparing,1
comparing_version,1
version_method,1
classical_combination,1
method_granger,1
granger_bates,1
bates_linear,1
regression_average,1
average_mean,1
test_basic,1
basic_form,1
package_sarima,1
sarima_exponential,1
smoothing_arfima,1
arfima_spline,1
network_another,1
another_goal,1
goal_paper,1
model_classical,1
three_ten,1
ten_eleven,1
eleven_twelve,1
twelve_step,1
combined_automatically,1
automatically_estimated,1
estimated_rforecast,1
rforecast_package,1
residential_apartment,1
apartment_tehran,1
tehran_using,1
using_ordinary,1
ols_geographically,1
geographically_weighted,1
weighted_regression,1
regression_gwr,1
economy_affect,1
affect_everything,1
everything_including,1
including_housing,1
housing_purpose,1
study_estimation,1
estimation_value,1
value_residential,1
method_proved,1
proved_efficient,1
efficient_smaller,1
price_barometer,1
barometer_national,1
year_iran,1
iran_experienced,1
experienced_high,1
method_tested,1
indicate_none,1
none_method,1
method_indisputable,1
indisputable_superiority,1
superiority_others,1
others_however,1
however_extreme,1
apartment_district,1
learning_optimized,1
optimized_ga,1
ga_evolutionary,1
evolutionary_agorithm,1
agorithm_predicting,1
predicting_method,1
svr_solve,1
period_age,1
age_building,1
building_inflation,1
inflation_parking,1
parking_storage,1
storage_room,1
room_location,1
location_critical,1
paper_compared,1
compared_gwr,1
gwr_ols,1
ols_method,1
method_different,1
influence_house,1
estimation_finding,1
finding_high,1
gwr_method,1
method_designmethodologyapproach,1
paper_proposed,1
method_determining,1
determining_compound,1
price_district,1
tehran_city,1
also_paper,1
originality_proposed,1
approach_determine,1
determine_valid,1
valid_variable,1
variable_apartment,1
also_evaluation,1
evaluation_method,1
method_showed,1
ga_solve,1
solve_optimization,1
tehran_besides,1
besides_compound,1
limitationsimplications_exact,1
implication_exact,1
method_originalityvalue,1
originalityvalue_originality,1
set_parameter,1
svr_therefore,1
research_proposed,1
proposed_use,1
use_ga,1
ga_optimize,1
optimize_parameter,1
svr_ga,1
solve_nonlinear,1
nonlinear_regression,1
regression_problem,1
problem_linear,1
function_easy,1
implement_svr,1
svr_general,1
general_rule,1
economics_condition,1
condition_country,1
country_moneter,1
moneter_phenomenom,1
phenomenom_signed,1
signed_increase,1
price_entire,1
entire_case,1
method_process,1
data_created,1
created_situation,1
situation_large,1
number_highly,1
correlated_watershed,1
characteristic_available,1
available_potential,1
ungauged_river,1
river_site,1
site_increased,1
increased_availability,1
availability_watershed,1
characteristic_use,1
use_gisbased,1
gisbased_method,1
showed_proposed,1
proposed_variable,1
significantly_useful,1
regional_regression,1
employed_estimate,1
estimate_hydrologic,1
hydrologic_statistic,1
statistic_ungauged,1
highly_sensitive,1
sensitive_parameter,1
estimator_inflated,1
inflated_variance,1
variance_improper,1
improper_model,1
selection_monte,1
simulation_developed,1
model_explanatory,1
use_ordinary,1
regression_procedure,1
procedure_highly,1
correlated_variable,1
produce_multicollinearity,1
multicollinearity_creating,1
creating_highly,1
important_due,1
high_unstable,1
social_society,1
society_one,1
one_solution,1
solution_control,1
rate_predicting,1
potential_model,1
case_cause,1
cause_effect,1
effect_political,1
political_sector,1
sector_impact,1
stability_nation,1
nation_importance,1
control_important,1
pcr_pls,1
pls_yield,1
yield_parameter,1
estimator_reduced,1
reduced_variance,1
variance_improvement,1
compared_ols,1
ols_vif,1
impact_multicollinearity,1
multicollinearity_magnified,1
magnified_smaller,1
correlation_larger,1
model_error,1
error_variance,1
variance_although,1
although_pcr,1
factor_screening,1
screening_vif,1
vif_principal,1
component_regression,1
regression_pcr,1
pcr_partial,1
regression_pls,1
pls_result,1
developed_compare,1
compare_four,1
four_technique,1
technique_handling,1
handling_multicollinearity,1
multicollinearity_ols,1
ols_ols,1
ols_variance,1
illustrated_economics,1
small_improvement,1
ols_appears,1
appears_warranted,1
warranted_complexity,1
complexity_using,1
using_biased,1
biased_regression,1
deviation_central,1
banker_loss,1
bias_proportional,1
proportional_conditional,1
unemployment_timeseries,1
country_econometric,1
econometric_estimate,1
indicator_illustrated,1
asymmetric_sense,1
sense_positive,1
deviation_natural,1
rate_weighted,1
weighted_less,1
less_severely,1
severely_negative,1
negative_deviation,1
vif_using,1
using_vif,1
vif_screening,1
screening_variable,1
variable_produced,1
produced_small,1
rate_preference,1
preference_asymmetric,1
modelbuilding_removal,1
removal_extreme,1
exert_positive,1
variability_hence,1
hence_finding,1
support_friedman,1
hypothesis_case,1
case_consumer,1
set_modelbuilding,1
modelbuilding_remove,1
based_leverage,1
leverage_point,1
point_studentized,1
residual_set,1
set_b,1
b_modelbuilding,1
crossvalidation_cv,1
msep_used,1
identify_best,1
model_modelbuilding,1
modelbuilding_without,1
without_removal,1
removal_outlier,1
outlier_set,1
technique_address,1
address_multicollinearity,1
multicollinearity_little,1
little_improve,1
elimination_based,1
based_variance,1
value_kfold,1
kfold_crossvalidation,1
removed_three,1
set_result,1
model_set,1
c_smallest,1
smallest_compared,1
set_nine,1
beverage_alcoholic,1
tobacco_clothing,1
preference_target,1
target_natural,1
extreme_outlier,1
based_boxplot,1
boxplot_set,1
c_carried,1
carried_multicollinearity,1
variable_removed,1
thereby_promoting,1
promoting_macroeconomic,1
study_proposition,1
proposition_inflation,1
bias_arise,1
arise_setup,1
setup_central,1
banker_asymmetric,1
inflation_wholesale,1
wholesale_food,1
inflation_implies,1
information_food,1
prediction_food,1
variability_vice,1
design_monetary,1
policy_thereby,1
santaclara_valkanov,1
valkanov_new,1
model_called,1
called_garchmidas,1
garchmidas_since,1
since_us,1
us_mean,1
reverting_unit,1
movement_combine,1
combine_insight,1
insight_engle,1
rangel_recent,1
work_mixed,1
midas_eg,1
eg_ghysels,1
ghysels_santaclara,1
hotel_miscellaneous,1
miscellaneous_good,1
service_significant,1
contribution_prediction,1
total_cpi,1
distinguish_short,1
run_secular,1
secular_movement,1
clothing_footwear,1
footwear_transport,1
transport_communication,1
communication_recreation,1
service_culture,1
culture_education,1
education_restaurant,1
restaurant_hotel,1
growth_account,1
account_oneday,1
oneday_ahead,1
ahead_volatility,1
volatility_prediction,1
hence_macroeconomic,1
horizon_unfortunately,1
unfortunately_model,1
schwert_formulate,1
term_component,1
growth_par,1
par_term,1
quarter_outperform,1
horizon_forecasting,1
find_daily,1
daily_level,1
quarterly_biannual,1
biannual_macroeconomic,1
study_long,1
long_historical,1
series_aggregate,1
volatility_starting,1
starting_th,1
century_schwert,1
unit_daily,1
daily_garch,1
garch_process,1
similar_engle,1
rangel_midas,1
midas_polynomial,1
polynomial_applies,1
applies_monthly,1
called_great,1
moderation_main,1
finding_remain,1
remain_valid,1
valid_across,1
introduce_“power,1
factor”_outofsample,1
predictability_relevant,1
subsamples_prewwi,1
prewwi_great,1
depression_era,1
era_postwwii,1
postwwii_also,1
also_split,1
split_examine,1
examine_called,1
spanning_roughly,1
roughly_century,1
century_half,1
half_daily,1
data_consequently,1
consequently_analysis,1
also_focus,1
focus_subsamples,1
model_purely,1
purely_time,1
one_well,1
well_driven,1
variable_feature,1
feature_structural,1
break_entire,1
sample_spanning,1
examines_intertemporal,1
intertemporal_dynamic,1
dynamic_linkage,1
linkage_food,1
volatility_context,1
lanka_empirical,1
evidence_derived,1
derived_monthly,1
property_several,1
several_outofsample,1
test_developed,1
developed_clark,1
relationship_food,1
inflation_food,1
variability_scarce,1
scarce_literature,1
mspe_two,1
one_big,1
model_another,1
another_smaller,1
smaller_nested,1
although_factor,1
used_improve,1
improve_finite,1
relevant_econometric,1
econometric_environment,1
environment_one,1
one_econometrician,1
econometrician_want,1
want_compare,1
compare_population,1
population_mean,1
model_true,1
true_model,1
alternative_hypothesis,1
hypothesis_big,1
adequate_use,1
power_approach,1
approach_simulation,1
simulation_reveal,1
multiplies_clark,1
west_tstatistic,1
tstatistic_factor,1
factor_close,1
close_one,1
one_null,1
hypothesis_short,1
short_nested,1
variance_generated,1
generated_figarch,1
figarch_model,1
model_granger,1
inflation_seems,1
seems_exert,1
west_new,1
test_multiplies,1
period_sri,1
lanka_food,1
defined_log,1
log_difference,1
difference_food,1
volatility_food,1
inflation_measured,1
measured_conditional,1
hypothesis_obtained,1
obtained_indicating,1
indicating_strong,1
strong_influence,1
influence_global,1
selected_group,1
group_oecd,1
period_extremely,1
use_approach,1
approach_evaluating,1
evaluating_ability,1
ability_international,1
international_core,1
inflation_sample,1
economy_“power,1
factor”_rejection,1
gain_power,1
power_associated,1
associated_size,1
size_improvement,1
improvement_also,1
obtain_gain,1
gain_sizeadjustedpower,1
sizeadjustedpower_finally,1
sized_powerful,1
powerful_particular,1
particular_tends,1
tends_less,1
less_undersized,1
undersized_powerful,1
powerful_test,1
west_although,1
might_seem,1
seem_support,1
however_argue,1
argue_conclusion,1
conclusion_depends,1
depends_misunderstanding,1
misunderstanding_circumstance,1
circumstance_make,1
rate_remains,1
remains_low,1
low_forever,1
forever_necessarily,1
necessarily_involve,1
involve_low,1
least_eventually,1
eventually_might,1
according_low,1
may_cause,1
lower_fact,1
fact_standard,1
model_effect,1
policy_property,1
property_perfect,1
equilibrium_nominal,1
extremely_low,1
resulted_high,1
inflation_led,1
led_increased,1
increased_interest,1
interest_“neofisherian”,1
“neofisherian”_proposition,1
proposition_according,1
general_concept,1
concept_reflective,1
equilibrium_process,1
process_reflection,1
effect_threshold,1
respectively_threshold,1
inflation_unit,1
unit_increase,1
circumstance_commitment,1
commitment_follow,1
follow_taylor,1
rule_perfect,1
equilibrium_pfe,1
pfe_arise,1
arise_limiting,1
limiting_case,1
policy_propose,1
propose_explicit,1
explicit_cognitive,1
cognitive_process,1
process_agent,1
may_form,1
future_endogenous,1
variable_circumstance,1
make_sense,1
sense_predict,1
predict_effect,1
policy_commitment,1
commitment_calculating,1
calculating_perfect,1
equilibrium_consistent,1
consistent_policy,1
time_creates,1
creates_situation,1
situation_reflective,1
equilibrium_need,1
need_resemble,1
resemble_pfe,1
pfe_view,1
view_make,1
pursued_sufficiently,1
sufficiently_far,1
far_show,1
show_announced,1
announced_intention,1
intention_fix,1
rate_long,1
enough_period,1
pursues_inflation,1
inflation_boost,1
boost_economic,1
volatility_attracted,1
attention_theoretical,1
empirical_macroeconomist,1
macroeconomist_empirical,1
reflection_pursued,1
improved_gdp,1
growth_decreased,1
decreased_gdp,1
therefore_estimated,1
obtained_threshold,1
method_give,1
study_recommends,1
kenya_pursues,1
commitment_much,1
inflationary_usual,1
usual_pfe,1
pfe_analysis,1
analysis_would,1
know_“true”,1
“true”_structure,1
method_second,1
rather_causing,1
causing_deflation,1
deflation_effect,1
effect_“forward,1
“forward_guidance”,1
guidance”_likely,1
case_longhorizon,1
longhorizon_commitment,1
according_alternative,1
approach_recommend,1
recommend_commitment,1
commitment_maintain,1
maintain_low,1
longer_always,1
always_expansionary,1
inflationary_rather,1
make_pfe,1
pfe_prediction,1
prediction_plausible,1
plausible_outcome,1
outcome_case,1
policy_latter,1
latter_sort,1
sort_according,1
behind_inflation,1
nowcasts_accuracy,1
nowcasts_coming,1
coming_competing,1
competing_source,1
forecaster_alternative,1
alternative_statistical,1
nowcasts_performed,1
insignificant_threshold,1
rate_restricted,1
model_established,1
established_statistically,1
predictor_focusing,1
focusing_case,1
serve_predictor,1
model_behind,1
obtained_two,1
technique_threshold,1
method_estimated,1
estimated_statistically,1
significant_threshold,1
rate_augmented,1
break_predicted,1
predicted_statistically,1
second_use,1
use_augmented,1
break_lastly,1
lastly_econometric,1
analysis_restricted,1
used_verify,1
verify_validity,1
validity_estimated,1
research_cleveland,1
cleveland_fed,1
fed_website,1
website_provides,1
provides_daily,1
daily_nowcasts—or,1
nowcasts—or_nearterm,1
nearterm_predictions—of,1
model_logistic,1
demonstration_sum,1
daily_tweets’,1
tweets’_sentiment,1
indicator_consumers’,1
consumers’_perception,1
based_staff,1
staff_research,1
start_covid,1
estimate_threshold,1
inflation_kenya,1
kenya_using,1
year_annual,1
using_threshold,1
measure_public’s,1
public’s_sentiment,1
performed_relatively,1
relatively_well,1
comparison_long,1
long_sample,1
sample_short,1
short_sample,1
sample_focus,1
focus_period,1
supply_high,1
high_demanded,1
demanded_stock,1
stock_increase,1
whereas_heavily,1
heavily_sold,1
sold_stock,1
stock_decrease,1
volatile_nature,1
nature_affected,1
affected_factor,1
etc_price,1
price_share,1
market_depend,1
depend_heavily,1
heavily_demand,1
based_fredmd,1
considered_primary,1
primary_indicator,1
indicator_country’s,1
period_phillips,1
useful_inflation,1
strength_development,1
price_volatile,1
predictions—of_multiple,1
multiple_u,1
public_use,1
use_commentary,1
commentary_compare,1
historical_predictive,1
method_providing,1
providing_application,1
efficiency_represented,1
represented_form,1
form_graph,1
graph_survey,1
survey_describes,1
describes_different,1
theory_conventional,1
approach_stock,1
classifier_respective,1
respective_variant,1
variant_various,1
various_approach,1
result_past,1
compared_based,1
methodology_datasets,1
datasets_efficiency,1
price_order,1
informed_accurate,1
accurate_investment,1
decision_recent,1
trend_stock,1
prediction_surveyed,1
surveyed_different,1
type_machine,1
price_fluctuating,1
affect_investor’s,1
investor’s_belief,1
belief_thus,1
thus_need,1
value_objective,1
objective_review,1
review_predict,1
standard_zerolowerbound,1
generate_large,1
multiplier_expansionary,1
expansionary_negative,1
thus_according,1
implement_fiscal,1
contraction_coupled,1
coupled_policy,1
predictor_mainly,1
mainly_intended,1
intended_case,1
serve_valid,1
valid_predictor,1
provide_application,1
based_recently,1
developed_fredmd,1
effectively_predicting,1
price_followed,1
followed_various,1
various_researcher,1
know_true,1
true_structure,1
may_potentially,1
potentially_large,1
prediction_along,1
along_discusses,1
recent_machine,1
technique_along,1
along_pro,1
pro_con,1
con_technique,1
technique_effectively,1
election_winner,1
winner_find,1
participant_expected,1
expected_higher,1
price_stronger,1
rate_conservative,1
conservative_prime,1
minister_labour,1
party_analysing,1
analysing_financialmarket,1
financialmarket_movement,1
movement_caused,1
caused_clearly,1
clearly_exogenous,1
exogenous_change,1
expectation_election,1
highfrequency_prediction,1
prediction_financialmarket,1
financialmarket_data,1
data_night,1
night_uk,1
uk_election,1
election_featured,1
featured_two,1
increase_aggregate,1
supply_unambiguously,1
unambiguously_cause,1
economic_contraction,1
contraction_compared,1
compared_party,1
implement_opposite,1
opposite_policy,1
less_diversified,1
diversified_business,1
business_sufficient,1
sufficient_cash,1
flow_high,1
equity_lower,1
lower_leverage,1
leverage_fewer,1
generalizability_predictive,1
accuracy_earlier,1
research_giving,1
giving_fewer,1
fewer_false,1
positive_firm,1
find_insurer,1
insurer_less,1
extends_insolvency,1
insolvency_prediction,1
literature_incorporating,1
incorporating_macroeconomic,1
condition_state‐specific,1
state‐specific_factor,1
achieve_greater,1
greater_generalizability,1
labour_pm,1
pm_little,1
little_partisan,1
partisan_difference,1
difference_interest,1
result_cast,1
doubt_empirical,1
validity_zerolowerbound,1
less_favorable,1
favorable_insurance,1
inflation_fail,1
fail_beat,1
benchmark_gdp,1
forecast_beat,1
benchmark_especially,1
especially_monetary,1
insurer_domiciled,1
domiciled_state,1
state_stricter,1
stricter_solvency,1
solvency_supervision,1
supervision_andor,1
andor_state,1
state_less,1
group_less,1
likely_become,1
become_insolvent,1
insolvent_finding,1
argument_insolvency,1
insolvency_likelihood,1
likelihood_increase,1
increase_insurer,1
fewer_failed,1
failed_insurance,1
insurance_regulatory,1
regulatory_information,1
system_ratio,1
test_membership,1
membership_larger,1
larger_group,1
insurer_respond,1
respond_efficiently,1
efficiently_change,1
market_factor,1
factor_market,1
inflation_catastrophic,1
considered_––,1
––_headline,1
soft_market,1
market_insolvency,1
insolvency_risk,1
risk_negatively,1
related_slope,1
curve_finding,1
also_imply,1
imply_insurer,1
depends_whether,1
whether_data,1
used_making,1
regime_univariate,1
univariate_forecasting,1
well_fixed,1
insurance_market,1
condition_soft,1
